image_id,type,taxonomy,vernacular_names,calories,carbohydrate,proteins,total_fat,cholesterol,dietary_fiber,glucose,fructose,sucrose,folate,niacin,pantothenic_acid,pyridoxine,riboflavin,thiamin,vit_a,vit_e,vit_c,vit_k,vit_b12,selenium,sodium,potassium,calcium,copper,iron,magnesium,manganese,phosphorus,zinc,water,polyphenols,flavonoids,carotenoids,tannins,Energy (Kcal),Carbohydrates (g),Proteins (g),Total Fat (g),Cholesterol (mg),Dietary Fiber (g),Folate (µg),Niacin (mg),Pantothenic Acid (mg),Pyridoxine (mg),Riboflavin (mg),Thiamin (mg),Vitamin A (IU),Vitamin C (mg),Vitamin K (µg),Sodium (mg),Potassium (mg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Zinc (mg),Carotene-ß (µg),Crypto-xanthin-ß (µg),Lutein Zeaxanthin (µg)
Saqi_273,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.64,77.47,1.82,0.16,0.0,7.03,66.47,41.56,62.92,15.33,1.65,0.82,0.25,0.06,0.05,151.01,0.2,0.0,2.81,0.0,0.2,1.02,723.96,67.09,0.36,0.92,54.23,0.3,63.55,0.46,20.35,0.52,0.5,0.31,1.01,286.34,76.6,1.88,0.15,0.0,6.93,15.66,1.65,0.84,0.25,0.06,0.05,152.38,0.0,2.7,1.05,705.09,66.86,0.36,0.94,55.91,0.3,63.76,0.46,89.45,0.0,23.04
Saqi_274,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.9,75.99,1.89,0.16,0.0,6.89,65.95,40.33,60.81,15.19,1.63,0.84,0.25,0.06,0.05,152.01,0.2,0.0,2.78,0.0,0.2,1.05,705.07,65.62,0.36,0.92,54.12,0.3,64.55,0.45,20.87,0.51,0.52,0.31,1.03,281.7,76.13,1.85,0.15,0.0,7.0,15.18,1.66,0.82,0.26,0.06,0.05,154.01,0.0,2.78,1.04,716.89,66.62,0.38,0.92,56.61,0.31,64.71,0.46,93.37,0.0,23.57
Saqi_275,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",272.68,77.5,1.83,0.15,0.0,6.88,65.57,41.41,60.01,15.11,1.64,0.81,0.25,0.06,0.05,154.35,0.21,0.0,2.8,0.0,0.2,1.01,728.6,64.15,0.37,0.93,56.7,0.3,62.84,0.45,20.92,0.52,0.52,0.31,1.02,276.67,75.67,1.83,0.16,0.0,6.81,15.75,1.67,0.83,0.25,0.06,0.05,150.42,0.0,2.8,1.04,715.01,66.96,0.36,0.91,55.79,0.3,64.18,0.46,89.93,0.0,23.63
Saqi_276,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.02,76.35,1.88,0.15,0.0,6.69,66.29,41.03,60.21,15.07,1.62,0.83,0.26,0.06,0.05,148.95,0.21,0.0,2.73,0.0,0.2,1.05,711.17,65.85,0.37,0.9,54.15,0.3,63.52,0.45,19.94,0.5,0.52,0.3,1.04,281.28,77.68,1.85,0.15,0.0,6.88,15.45,1.65,0.84,0.26,0.06,0.05,152.83,0.0,2.73,1.03,729.35,66.86,0.38,0.94,54.04,0.3,61.95,0.44,92.31,0.0,24.13
Saqi_277,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.9,78.14,1.88,0.15,0.0,6.83,65.33,40.46,60.4,15.69,1.66,0.83,0.26,0.06,0.05,153.4,0.21,0.0,2.82,0.0,0.2,1.0,707.8,65.91,0.37,0.9,56.67,0.3,64.67,0.45,20.34,0.52,0.51,0.31,1.02,286.46,76.78,1.88,0.16,0.0,6.84,15.59,1.69,0.84,0.26,0.06,0.05,149.93,0.0,2.79,1.01,697.07,65.9,0.38,0.93,55.1,0.3,63.04,0.44,90.8,0.0,23.34
Saqi_278,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.54,78.12,1.83,0.15,0.0,7.02,64.55,41.28,62.39,15.1,1.61,0.83,0.26,0.06,0.05,156.38,0.21,0.0,2.77,0.0,0.21,1.0,729.02,67.16,0.37,0.92,54.31,0.3,61.84,0.44,20.97,0.51,0.51,0.3,1.0,289.08,77.22,1.87,0.16,0.0,6.78,15.71,1.63,0.81,0.25,0.06,0.05,152.29,0.0,2.76,1.03,716.62,66.83,0.36,0.94,54.1,0.3,64.84,0.45,92.35,0.0,23.92
Saqi_279,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.68,75.38,1.84,0.16,0.0,6.98,65.43,41.01,62.21,15.7,1.67,0.82,0.26,0.06,0.05,155.87,0.21,0.0,2.72,0.0,0.21,1.01,708.01,66.4,0.38,0.94,54.83,0.3,62.67,0.45,19.98,0.51,0.52,0.3,1.04,288.75,75.75,1.89,0.16,0.0,6.92,15.42,1.65,0.84,0.25,0.06,0.05,153.23,0.0,2.79,1.01,718.82,64.54,0.37,0.94,56.59,0.3,62.85,0.45,93.14,0.0,23.09
Saqi_280,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.14,76.65,1.83,0.15,0.0,6.98,66.79,41.63,60.51,15.34,1.68,0.82,0.25,0.06,0.05,149.86,0.2,0.0,2.77,0.0,0.21,1.0,717.13,66.67,0.37,0.92,56.65,0.3,61.92,0.46,20.64,0.52,0.51,0.3,1.02,281.39,76.67,1.81,0.16,0.0,7.01,15.08,1.63,0.83,0.25,0.06,0.05,151.25,0.0,2.78,1.0,730.78,64.3,0.37,0.91,56.5,0.31,64.29,0.44,92.44,0.0,24.13
Saqi_281,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.81,77.16,1.88,0.15,0.0,6.72,65.93,41.99,62.53,15.48,1.68,0.82,0.26,0.06,0.05,155.8,0.21,0.0,2.7,0.0,0.21,1.04,719.52,65.67,0.38,0.9,54.99,0.31,62.23,0.45,20.98,0.51,0.51,0.3,1.04,288.84,78.35,1.84,0.15,0.0,6.88,15.54,1.68,0.81,0.26,0.06,0.05,153.79,0.0,2.72,1.03,704.53,65.75,0.36,0.9,55.63,0.3,61.95,0.44,93.34,0.0,23.93
Saqi_282,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",272.97,76.23,1.81,0.15,0.0,6.79,65.11,41.98,61.77,15.44,1.66,0.82,0.25,0.06,0.05,155.36,0.2,0.0,2.7,0.0,0.2,1.03,712.83,67.15,0.37,0.94,56.06,0.3,64.82,0.44,20.05,0.52,0.51,0.31,1.03,276.63,75.29,1.87,0.15,0.0,6.8,15.29,1.67,0.81,0.26,0.06,0.05,155.75,0.0,2.78,1.02,709.32,64.51,0.36,0.93,55.4,0.3,63.14,0.44,89.0,0.0,23.24
Saqi_283,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.17,76.01,1.82,0.15,0.0,6.9,66.41,40.78,61.43,15.1,1.68,0.81,0.25,0.06,0.05,152.5,0.2,0.0,2.79,0.0,0.2,1.01,726.9,63.97,0.37,0.93,54.01,0.3,63.51,0.45,20.5,0.51,0.51,0.3,1.04,278.39,76.13,1.85,0.15,0.0,6.99,15.29,1.66,0.84,0.26,0.06,0.05,151.07,0.0,2.8,1.05,713.57,66.38,0.37,0.92,54.73,0.31,63.34,0.45,92.24,0.0,23.25
Saqi_284,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.85,78.19,1.82,0.15,0.0,6.91,66.96,41.79,61.09,15.09,1.61,0.81,0.25,0.06,0.05,150.44,0.21,0.0,2.73,0.0,0.2,1.01,700.78,65.12,0.36,0.94,54.7,0.3,64.47,0.44,20.22,0.52,0.52,0.3,1.01,283.35,75.48,1.85,0.16,0.0,6.78,15.62,1.61,0.84,0.26,0.06,0.05,148.66,0.0,2.74,1.0,697.9,66.04,0.36,0.93,54.16,0.3,62.97,0.46,90.11,0.0,23.44
Saqi_285,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.42,78.61,1.87,0.15,0.0,6.78,64.62,41.33,61.22,15.63,1.63,0.83,0.25,0.06,0.05,154.93,0.21,0.0,2.69,0.0,0.21,1.04,714.42,66.87,0.37,0.94,54.7,0.3,63.98,0.44,20.21,0.52,0.5,0.3,1.02,279.94,78.12,1.84,0.15,0.0,6.88,15.63,1.67,0.84,0.25,0.06,0.05,155.94,0.0,2.7,1.03,704.12,65.25,0.36,0.94,54.97,0.31,65.07,0.46,89.19,0.0,23.28
Saqi_286,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.56,75.42,1.87,0.15,0.0,6.84,64.98,40.69,61.88,15.69,1.67,0.8,0.26,0.06,0.05,149.39,0.21,0.0,2.75,0.0,0.2,1.05,699.06,65.1,0.37,0.94,55.14,0.3,63.64,0.45,20.8,0.52,0.52,0.31,1.0,278.21,75.09,1.81,0.15,0.0,6.88,15.56,1.66,0.83,0.26,0.06,0.05,152.37,0.0,2.76,1.02,720.93,66.87,0.36,0.9,55.59,0.3,64.79,0.46,91.06,0.0,23.39
Saqi_287,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.35,78.61,1.81,0.16,0.0,6.82,65.66,41.82,62.33,15.52,1.64,0.84,0.26,0.06,0.05,150.72,0.2,0.0,2.74,0.0,0.2,1.05,711.67,66.92,0.37,0.91,54.68,0.3,63.98,0.44,20.56,0.5,0.52,0.3,1.0,279.63,77.4,1.83,0.15,0.0,7.0,15.06,1.66,0.82,0.25,0.06,0.05,151.59,0.0,2.71,1.02,726.04,63.93,0.37,0.9,56.56,0.31,62.41,0.44,93.41,0.0,23.64
Saqi_288,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.14,75.24,1.82,0.16,0.0,6.86,66.73,40.15,60.76,15.57,1.67,0.82,0.26,0.06,0.05,154.18,0.2,0.0,2.76,0.0,0.2,1.03,694.43,65.61,0.36,0.91,55.44,0.3,62.42,0.46,20.07,0.5,0.51,0.31,1.04,279.87,76.89,1.83,0.15,0.0,6.68,15.4,1.68,0.83,0.26,0.06,0.05,152.48,0.0,2.8,1.02,725.91,64.02,0.38,0.93,55.19,0.3,63.37,0.46,92.66,0.0,23.21
Saqi_289,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.3,77.53,1.87,0.16,0.0,6.91,65.32,41.46,61.84,15.2,1.63,0.8,0.25,0.06,0.05,153.53,0.2,0.0,2.75,0.0,0.21,1.04,711.7,64.31,0.38,0.94,54.49,0.3,64.35,0.45,20.49,0.5,0.52,0.31,1.03,281.99,77.38,1.81,0.15,0.0,6.95,15.61,1.63,0.81,0.25,0.06,0.05,155.24,0.0,2.82,1.02,729.97,66.83,0.36,0.91,54.23,0.3,63.09,0.44,92.08,0.0,23.28
Saqi_290,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.47,75.86,1.83,0.15,0.0,6.75,64.47,40.59,60.31,15.43,1.61,0.82,0.26,0.06,0.05,151.21,0.2,0.0,2.73,0.0,0.2,1.04,699.48,64.7,0.38,0.94,55.26,0.3,64.08,0.45,20.15,0.5,0.51,0.31,1.05,277.31,77.09,1.88,0.15,0.0,6.69,15.14,1.67,0.81,0.26,0.06,0.05,150.55,0.0,2.76,1.03,718.52,65.64,0.38,0.92,54.08,0.3,62.12,0.46,89.86,0.0,23.46
Saqi_291,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.12,74.96,1.87,0.16,0.0,6.74,66.39,39.93,59.83,15.57,1.66,0.8,0.25,0.06,0.05,149.54,0.2,0.0,2.75,0.0,0.2,1.01,708.54,67.06,0.36,0.92,54.7,0.3,62.43,0.46,20.72,0.5,0.5,0.3,1.0,284.03,78.37,1.81,0.15,0.0,6.9,15.56,1.66,0.84,0.26,0.06,0.05,154.54,0.0,2.76,1.01,725.15,64.25,0.38,0.92,54.96,0.3,62.92,0.45,88.81,0.0,24.01
Saqi_292,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.12,75.53,1.84,0.15,0.0,6.74,66.3,40.84,62.68,15.64,1.63,0.81,0.25,0.06,0.05,153.2,0.21,0.0,2.83,0.0,0.2,1.01,724.24,64.38,0.37,0.91,54.21,0.31,64.3,0.46,20.57,0.51,0.5,0.3,1.05,286.53,78.69,1.81,0.16,0.0,6.85,15.55,1.65,0.83,0.26,0.06,0.05,155.89,0.0,2.82,1.01,718.87,66.36,0.36,0.9,56.25,0.3,61.95,0.44,92.64,0.0,23.36
Saqi_293,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.11,76.76,1.81,0.15,0.0,6.96,65.06,41.09,62.08,15.69,1.67,0.83,0.26,0.06,0.05,154.3,0.2,0.0,2.7,0.0,0.2,1.04,723.22,65.22,0.37,0.93,54.21,0.31,64.34,0.45,20.98,0.5,0.51,0.31,1.0,286.82,77.29,1.88,0.15,0.0,6.78,15.71,1.66,0.81,0.26,0.06,0.05,153.54,0.0,2.72,1.05,700.29,64.22,0.36,0.92,55.43,0.3,63.18,0.44,90.15,0.0,23.31
Saqi_294,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",280.2,77.51,1.86,0.15,0.0,6.86,64.26,40.87,61.56,15.61,1.66,0.84,0.25,0.06,0.05,152.04,0.21,0.0,2.82,0.0,0.2,1.0,728.37,65.35,0.36,0.94,56.55,0.3,64.89,0.45,20.86,0.51,0.52,0.31,1.01,290.51,76.85,1.81,0.15,0.0,6.71,15.53,1.65,0.8,0.26,0.06,0.05,153.45,0.0,2.78,1.01,695.16,65.74,0.38,0.93,55.31,0.3,63.42,0.45,89.78,0.0,23.56
Saqi_295,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.09,77.44,1.89,0.15,0.0,6.86,67.07,40.32,60.26,15.66,1.65,0.84,0.25,0.06,0.05,149.38,0.2,0.0,2.71,0.0,0.21,1.03,701.48,64.74,0.38,0.91,56.36,0.3,63.83,0.46,20.2,0.51,0.52,0.3,1.03,280.38,75.21,1.87,0.15,0.0,6.78,15.49,1.65,0.83,0.26,0.06,0.05,150.8,0.0,2.76,1.0,703.66,63.95,0.37,0.94,56.4,0.3,64.18,0.45,93.21,0.0,23.67
Saqi_296,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.95,74.89,1.84,0.16,0.0,6.89,66.55,41.51,62.35,15.12,1.65,0.82,0.26,0.06,0.05,150.34,0.21,0.0,2.7,0.0,0.21,1.02,718.42,66.36,0.37,0.92,54.95,0.31,64.23,0.45,20.6,0.51,0.51,0.31,1.04,285.19,77.56,1.86,0.16,0.0,6.83,15.11,1.63,0.85,0.25,0.06,0.05,148.61,0.0,2.7,1.01,717.73,65.03,0.38,0.91,55.46,0.31,63.35,0.46,90.95,0.0,23.91
Saqi_297,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.92,76.73,1.83,0.16,0.0,6.8,65.2,40.76,61.95,15.43,1.61,0.81,0.25,0.06,0.05,155.25,0.2,0.0,2.72,0.0,0.2,1.0,697.76,66.0,0.38,0.9,56.32,0.3,64.57,0.45,20.99,0.51,0.52,0.3,1.0,285.98,75.22,1.82,0.15,0.0,6.81,15.17,1.65,0.83,0.25,0.06,0.05,155.23,0.0,2.7,1.04,707.92,66.5,0.36,0.92,56.08,0.3,64.5,0.45,92.43,0.0,23.63
Saqi_298,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.41,77.28,1.84,0.15,0.0,6.7,64.9,41.55,60.85,15.53,1.69,0.84,0.25,0.06,0.05,148.76,0.21,0.0,2.83,0.0,0.21,1.03,708.0,64.34,0.37,0.91,55.38,0.31,62.93,0.46,20.27,0.52,0.52,0.31,1.04,279.75,76.77,1.8,0.16,0.0,6.74,15.26,1.69,0.82,0.26,0.06,0.05,150.93,0.0,2.72,1.01,718.88,65.0,0.36,0.92,53.99,0.3,61.83,0.44,92.68,0.0,23.29
Saqi_299,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.45,76.23,1.83,0.15,0.0,6.93,67.05,41.96,61.76,15.31,1.62,0.82,0.25,0.06,0.05,151.2,0.2,0.0,2.77,0.0,0.21,1.01,703.68,66.13,0.36,0.94,54.2,0.3,64.66,0.46,20.17,0.52,0.51,0.31,1.03,278.91,75.39,1.89,0.15,0.0,6.7,15.47,1.64,0.84,0.25,0.06,0.05,151.36,0.0,2.77,1.03,698.82,65.0,0.36,0.9,54.06,0.3,64.28,0.44,92.17,0.0,23.37
Saqi_300,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.29,76.28,1.82,0.15,0.0,6.97,64.95,41.86,61.19,14.99,1.63,0.81,0.26,0.06,0.05,152.65,0.21,0.0,2.71,0.0,0.2,1.01,719.01,66.75,0.37,0.93,54.99,0.31,62.63,0.46,20.13,0.52,0.5,0.3,1.02,290.12,75.75,1.84,0.15,0.0,6.74,15.1,1.67,0.83,0.26,0.06,0.05,152.52,0.0,2.7,1.04,694.74,64.48,0.37,0.93,54.76,0.3,64.03,0.45,90.16,0.0,23.87
Saqi_301,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.5,75.0,1.89,0.15,0.0,6.81,64.38,41.39,61.43,15.24,1.68,0.84,0.25,0.06,0.05,151.96,0.21,0.0,2.8,0.0,0.2,1.01,714.75,63.9,0.38,0.92,54.32,0.3,62.27,0.46,20.13,0.52,0.51,0.3,1.02,283.17,78.06,1.85,0.16,0.0,6.75,15.7,1.65,0.83,0.25,0.06,0.05,150.35,0.0,2.74,1.03,722.84,64.96,0.37,0.91,56.35,0.31,63.97,0.45,89.21,0.0,24.0
Saqi_302,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",272.02,75.35,1.83,0.15,0.0,6.96,66.82,39.98,60.48,15.56,1.64,0.82,0.25,0.06,0.05,156.16,0.2,0.0,2.7,0.0,0.2,1.04,711.4,65.93,0.37,0.91,55.92,0.31,62.0,0.45,20.77,0.51,0.51,0.3,1.01,289.94,75.57,1.82,0.15,0.0,6.86,15.13,1.68,0.84,0.25,0.06,0.05,153.88,0.0,2.73,1.02,698.07,64.3,0.37,0.93,53.9,0.31,62.65,0.46,91.95,0.0,23.47
Saqi_303,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.76,74.8,1.83,0.15,0.0,6.92,64.8,40.19,60.35,15.08,1.62,0.83,0.26,0.06,0.05,156.07,0.2,0.0,2.78,0.0,0.2,1.02,719.37,64.51,0.37,0.93,53.97,0.31,62.14,0.44,20.51,0.51,0.52,0.3,1.01,284.78,75.76,1.88,0.15,0.0,6.7,15.05,1.67,0.84,0.25,0.06,0.05,153.77,0.0,2.74,1.02,713.97,66.4,0.38,0.94,54.94,0.3,64.4,0.45,89.32,0.0,23.84
Saqi_304,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",266.82,75.81,1.88,0.15,0.0,6.92,66.01,41.24,62.38,15.47,1.62,0.83,0.25,0.06,0.05,154.0,0.2,0.0,2.8,0.0,0.21,1.02,701.37,65.94,0.36,0.93,54.45,0.3,62.72,0.45,20.23,0.52,0.51,0.31,1.05,287.99,75.51,1.83,0.16,0.0,6.92,15.39,1.67,0.84,0.26,0.06,0.05,153.53,0.0,2.75,1.02,720.99,64.29,0.36,0.94,55.06,0.31,63.11,0.46,91.6,0.0,23.07
Saqi_305,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.5,76.77,1.83,0.15,0.0,6.75,65.0,41.97,59.95,15.09,1.62,0.82,0.26,0.06,0.05,156.17,0.2,0.0,2.82,0.0,0.21,1.0,698.87,66.71,0.38,0.93,54.99,0.31,61.96,0.46,20.28,0.52,0.52,0.31,1.0,285.38,76.87,1.87,0.15,0.0,6.8,15.43,1.66,0.8,0.25,0.06,0.05,152.18,0.0,2.82,1.02,728.04,66.57,0.36,0.93,54.51,0.31,65.04,0.46,91.02,0.0,22.95
Saqi_306,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277.86,75.1,1.89,0.15,0.0,7.0,65.68,41.66,60.31,15.38,1.69,0.82,0.25,0.06,0.05,150.08,0.21,0.0,2.81,0.0,0.21,1.01,713.45,66.26,0.37,0.92,56.01,0.31,64.2,0.45,20.9,0.51,0.52,0.31,1.02,289.53,75.41,1.9,0.15,0.0,6.99,15.56,1.61,0.82,0.25,0.06,0.05,154.97,0.0,2.73,1.01,698.2,65.57,0.37,0.91,54.74,0.3,63.3,0.46,91.81,0.0,23.74
Saqi_307,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",272.89,76.53,1.81,0.15,0.0,6.8,66.25,41.06,61.98,15.6,1.66,0.81,0.26,0.06,0.05,153.09,0.2,0.0,2.7,0.0,0.2,1.05,706.76,65.0,0.38,0.91,55.39,0.3,62.64,0.45,20.3,0.52,0.51,0.31,1.01,283.97,77.77,1.81,0.15,0.0,6.78,15.5,1.61,0.83,0.25,0.06,0.05,153.75,0.0,2.73,1.02,723.31,64.09,0.37,0.92,53.97,0.31,63.88,0.45,90.94,0.0,23.68
Saqi_308,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.23,77.01,1.83,0.15,0.0,6.87,65.93,40.91,61.94,15.52,1.65,0.83,0.26,0.06,0.05,151.55,0.2,0.0,2.81,0.0,0.21,1.03,705.24,66.53,0.37,0.91,54.65,0.3,62.53,0.44,19.98,0.51,0.51,0.31,1.02,283.47,74.86,1.82,0.15,0.0,6.85,14.96,1.64,0.84,0.26,0.06,0.05,150.7,0.0,2.8,1.04,703.9,66.74,0.37,0.93,56.32,0.3,63.94,0.45,92.0,0.0,23.04
Saqi_309,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.31,78.3,1.81,0.15,0.0,6.74,67.06,41.65,61.89,15.22,1.61,0.81,0.25,0.06,0.05,156.25,0.21,0.0,2.74,0.0,0.21,1.02,695.99,66.96,0.37,0.94,56.4,0.3,62.93,0.45,20.93,0.52,0.5,0.3,1.04,285.9,76.84,1.85,0.15,0.0,7.0,15.17,1.61,0.84,0.26,0.06,0.05,152.88,0.0,2.73,1.01,695.43,64.31,0.36,0.9,55.7,0.3,62.65,0.45,90.89,0.0,23.99
Saqi_310,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.54,78.64,1.82,0.15,0.0,6.75,64.3,40.66,62.23,14.98,1.68,0.82,0.25,0.06,0.05,152.02,0.21,0.0,2.83,0.0,0.2,1.0,720.81,65.24,0.37,0.9,55.79,0.31,63.02,0.46,20.79,0.52,0.51,0.3,1.01,281.31,77.9,1.82,0.15,0.0,6.87,15.39,1.65,0.84,0.25,0.06,0.05,149.23,0.0,2.83,1.01,727.45,65.59,0.38,0.91,56.08,0.3,62.87,0.46,91.93,0.0,24.04
Saqi_311,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.23,75.61,1.82,0.15,0.0,6.7,64.83,41.61,60.75,15.26,1.67,0.81,0.26,0.06,0.05,151.72,0.21,0.0,2.8,0.0,0.2,1.02,716.59,63.81,0.36,0.91,54.4,0.3,63.37,0.45,20.38,0.5,0.51,0.31,1.02,290.78,75.13,1.84,0.16,0.0,6.93,15.55,1.64,0.84,0.25,0.06,0.05,154.84,0.0,2.83,1.05,703.37,66.77,0.38,0.92,54.16,0.3,64.11,0.46,91.06,0.0,23.26
Saqi_312,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.22,78.26,1.81,0.15,0.0,6.97,65.57,39.97,62.11,15.03,1.63,0.84,0.25,0.06,0.05,153.55,0.2,0.0,2.8,0.0,0.2,1.02,724.33,66.34,0.37,0.9,54.35,0.31,64.68,0.45,20.85,0.5,0.52,0.3,1.0,284.17,76.98,1.84,0.15,0.0,6.82,15.26,1.62,0.84,0.26,0.06,0.05,152.72,0.0,2.79,1.04,712.45,64.46,0.37,0.93,54.31,0.3,64.12,0.46,91.78,0.0,22.99
